CIPCODE,CIPDESC,CREDLEV,CREDDESC,Duplicate
3023,Intercultural/Multicultural and Diversity Studies.,7,First Professional Degree,30237
2610,Pharmacology and Toxicology.,2,Associate's Degree,26102
3701,Personal Awareness and Self-Improvement.,8,Graduate/Professional Certificate,37018
1909,Apparel and Textiles.,8,Graduate/Professional Certificate,19098
402,Architecture.,4,Post-baccalaureate Certificate,4024
1403,Agricultural Engineering.,4,Post-baccalaureate Certificate,14034
104,Agricultural and Food Products Processing.,5,Master's Degree,1045
104,Agricultural and Food Products Processing.,6,Doctoral Degree,1046
1433,Construction Engineering.,4,Post-baccalaureate Certificate,14334
4999,"Transportation and Materials Moving, Other.",4,Post-baccalaureate Certificate,49994
1507,Quality Control and Safety Technologies/Technicians.,4,Post-baccalaureate Certificate,15074
4006,Geological and Earth Sciences/Geosciences.,4,Post-baccalaureate Certificate,40064
6001,Dental Residency Programs.,4,Post-baccalaureate Certificate,60014
1299,"Personal and Culinary Services, Other.",2,Associate's Degree,12992
4103,Physical Science Technologies/Technicians.,3,Bachelors Degree,41033
5114,Medical Clinical Sciences/Graduate Medical Studies.,4,Post-baccalaureate Certificate,51144
5002,"Crafts/Craft Design, Folk Art and Artisanry.",4,Post-baccalaureate Certificate,50024
1433,Construction Engineering.,2,Associate's Degree,14332
3029,Maritime Studies.,2,Associate's Degree,30292
5135,Somatic Bodywork and Related Therapeutic Services.,8,Graduate/Professional Certificate,51358
5204,Business Operations Support and Assistant Services.,8,Graduate/Professional Certificate,52048
5002,"Crafts/Craft Design, Folk Art and Artisanry.",5,Master's Degree,50025
3800,"Philosophy and Religious Studies, General.",1,Undergraduate Certificate or Diploma,38001
1441,Electromechanical Engineering.,2,Associate's Degree,14412
109,Animal Sciences.,8,Graduate/Professional Certificate,1098
1511,Engineering-Related Technologies.,5,Master's Degree,15115
1511,Engineering-Related Technologies.,6,Doctoral Degree,15116
3011,Gerontology.,7,First Professional Degree,30117
5010,"Arts, Entertainment,and Media Management.",6,Doctoral Degree,50106
2202,Legal Research and Advanced Professional Studies.,2,Associate's Degree,22022
2904,Military Systems and Maintenance Technology.,1,Undergraduate Certificate or Diploma,29041
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,6,Doctoral Degree,15046
4302,Fire Protection.,6,Doctoral Degree,43026
2613,"Ecology, Evolution, Systematics, and Population Biology.",7,First Professional Degree,26137
5301,High School/Secondary Diploma Programs.,1,Undergraduate Certificate or Diploma,53011
1434,Forest Engineering.,3,Bachelors Degree,14343
1434,Forest Engineering.,5,Master's Degree,14345
1434,Forest Engineering.,6,Doctoral Degree,14346
3018,Natural Sciences.,8,Graduate/Professional Certificate,30188
1204,Cosmetology and Related Personal Grooming Services.,6,Doctoral Degree,12046
1615,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",3,Bachelors Degree,16153
1615,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16158
2603,Botany/Plant Biology.,8,Graduate/Professional Certificate,26038
2599,"Library Science, Other.",3,Bachelors Degree,25993
2615,Neurobiology and Neurosciences.,2,Associate's Degree,26152
4800,"Precision Production Trades, General.",1,Undergraduate Certificate or Diploma,48001
4800,"Precision Production Trades, General.",2,Associate's Degree,48002
1513,Drafting/Design Engineering Technologies/Technicians.,6,Doctoral Degree,15136
5221,Telecommunications Management.,6,Doctoral Degree,52216
4603,Electrical and Power Transmission Installers.,4,Post-baccalaureate Certificate,46034
4805,Precision Metal Working.,4,Post-baccalaureate Certificate,48054
1299,"Personal and Culinary Services, Other.",3,Bachelors Degree,12993
2399,"English Language and Literature/Letters, Other.",4,Post-baccalaureate Certificate,23994
3015,"Science, Technology and Society.",1,Undergraduate Certificate or Diploma,30151
3201,Basic Skills and Developmental/Remedial Education.,8,Graduate/Professional Certificate,32018
3021,Holocaust and Related Studies.,6,Doctoral Degree,30216
1507,Quality Control and Safety Technologies/Technicians.,6,Doctoral Degree,15076
1421,Mining and Mineral Engineering.,2,Associate's Degree,14212
107,International Agriculture.,6,Doctoral Degree,1076
1421,Mining and Mineral Engineering.,4,Post-baccalaureate Certificate,14214
1511,Engineering-Related Technologies.,4,Post-baccalaureate Certificate,15114
4504,Criminology.,7,First Professional Degree,45047
501,Area Studies.,7,First Professional Degree,5017
1423,Nuclear Engineering.,1,Undergraduate Certificate or Diploma,14231
1601,"Linguistic, Comparative, and Related Language Studies and Services.",7,First Professional Degree,16017
1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",7,First Professional Degree,16047
2313,Rhetoric and Composition/Writing Studies.,7,First Professional Degree,23137
2608,Genetics.,7,First Professional Degree,26087
2701,Mathematics.,7,First Professional Degree,27017
2705,Statistics.,7,First Professional Degree,27057
4509,International Relations and National Security Studies.,7,First Professional Degree,45097
4206,Counseling Psychology.,5,Master's Degree,42065
4902,Ground Transportation.,8,Graduate/Professional Certificate,49028
2608,Genetics.,1,Undergraduate Certificate or Diploma,26081
1443,Biochemical Engineering.,8,Graduate/Professional Certificate,14438
3022,Classical and Ancient Studies.,8,Graduate/Professional Certificate,30228
3027,Human Biology.,6,Doctoral Degree,30276
1314,Teaching English or French as a Second or Foreign Language.,7,First Professional Degree,13147
3902,Bible/Biblical Studies.,7,First Professional Degree,39027
1900,Work and Family Studies.,5,Master's Degree,19005
2305,Creative Writing.,3,Bachelors Degree,23053
5210,Human Resources Management and Services.,7,First Professional Degree,52107
5214,Marketing.,7,First Professional Degree,52147
4103,Physical Science Technologies/Technicians.,8,Graduate/Professional Certificate,41038
1425,Petroleum Engineering.,2,Associate's Degree,14252
5104,Dentistry.,2,Associate's Degree,51042
3027,Human Biology.,2,Associate's Degree,30272
1425,Petroleum Engineering.,4,Post-baccalaureate Certificate,14254
3016,Accounting and Computer Science.,4,Post-baccalaureate Certificate,30164
3001,Biological and Physical Sciences.,7,First Professional Degree,30017
3029,Maritime Studies.,3,Bachelors Degree,30293
4102,Nuclear and Industrial Radiologic Technologies/Technicians.,5,Master's Degree,41025
6003,Veterinary Residency Programs.,6,Doctoral Degree,60036
4604,"Building/Construction Finishing, Management, and Inspection.",5,Master's Degree,46045
108,Agricultural Public Services.,8,Graduate/Professional Certificate,1088
1204,Cosmetology and Related Personal Grooming Services.,5,Master's Degree,12045
1420,Metallurgical Engineering.,2,Associate's Degree,14202
1610,"American Indian/Native American Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16108
1615,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",5,Master's Degree,16155
1615,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",6,Doctoral Degree,16156
1999,"Family and Consumer Sciences/Human Sciences, Other.",8,Graduate/Professional Certificate,19998
1612,"Classics and Classical Languages, Literatures, and Linguistics.",4,Post-baccalaureate Certificate,16124
3301,Citizenship Activities.,3,Bachelors Degree,33013
3018,Natural Sciences.,4,Post-baccalaureate Certificate,30184
5134,Alternative and Complementary Medical Support Services.,3,Bachelors Degree,51343
5116,Nursing.,8,Graduate/Professional Certificate,51168
5104,Dentistry.,1,Undergraduate Certificate or Diploma,51041
5112,Medicine.,1,Undergraduate Certificate or Diploma,51121
5124,Veterinary Medicine.,8,Graduate/Professional Certificate,51248
2200,Non-Professional General Legal Studies (Undergraduate).,4,Post-baccalaureate Certificate,22004
4100,"Science Technologies/Technicians, General.",1,Undergraduate Certificate or Diploma,41001
1404,Architectural Engineering.,1,Undergraduate Certificate or Diploma,14041
4101,Biology Technician/Biotechnology Laboratory Technician.,8,Graduate/Professional Certificate,41018
1414,Environmental/Environmental Health Engineering.,1,Undergraduate Certificate or Diploma,14141
1602,"African Languages, Literatures, and Linguistics.",5,Master's Degree,16025
1602,"African Languages, Literatures, and Linguistics.",6,Doctoral Degree,16026
4514,Rural Sociology.,3,Bachelors Degree,45143
4514,Rural Sociology.,5,Master's Degree,45145
3022,Classical and Ancient Studies.,1,Undergraduate Certificate or Diploma,30221
2705,Statistics.,2,Associate's Degree,27052
3006,Systems Science and Theory.,2,Associate's Degree,30062
4400,"Human Services, General.",4,Post-baccalaureate Certificate,44004
4701,Electrical/Electronics Maintenance and Repair Technology.,8,Graduate/Professional Certificate,47018
5302,High School/Secondary Certificate Programs.,3,Bachelors Degree,53023
1515,Engineering-Related Fields.,4,Post-baccalaureate Certificate,15154
1999,"Family and Consumer Sciences/Human Sciences, Other.",2,Associate's Degree,19992
3026,Cultural Studies/Critical Theory and Analysis.,2,Associate's Degree,30262
1501,Architectural Engineering Technologies/Technicians.,5,Master's Degree,15015
3017,Behavioral Sciences.,7,First Professional Degree,30177
6004,Medical Residency Programs - General Certificates.,1,Undergraduate Certificate or Diploma,60041
5135,Somatic Bodywork and Related Therapeutic Services.,5,Master's Degree,51355
3023,Intercultural/Multicultural and Diversity Studies.,4,Post-baccalaureate Certificate,30234
5119,Osteopathic Medicine/Osteopathy.,4,Post-baccalaureate Certificate,51194
5137,Energy and Biologically Based Therapies.,2,Associate's Degree,51372
3501,Interpersonal and Social Skills.,8,Graduate/Professional Certificate,35018
4505,Demography and Population Studies.,1,Undergraduate Certificate or Diploma,45051
3501,Interpersonal and Social Skills.,3,Bachelors Degree,35013
2806,Security Policy and Strategy.,1,Undergraduate Certificate or Diploma,28061
2806,Security Policy and Strategy.,2,Associate's Degree,28062
2806,Security Policy and Strategy.,8,Graduate/Professional Certificate,28068
2999,"Military Technologies and Applied Sciences, Other.",1,Undergraduate Certificate or Diploma,29991
105,Agricultural and Domestic Animal Services.,5,Master's Degree,1055
1205,Culinary Arts and Related Services.,4,Post-baccalaureate Certificate,12054
4206,Counseling Psychology.,6,Doctoral Degree,42066
4218,Educational Psychology.,5,Master's Degree,42185
6002,Medical Residency Programs.,5,Master's Degree,60025
6002,Medical Residency Programs.,6,Doctoral Degree,60026
910,Publishing.,6,Doctoral Degree,9106
3601,Leisure and Recreational Activities.,6,Doctoral Degree,36016
4513,Sociology and Anthropology.,6,Doctoral Degree,45136
4203,Cognitive Psychology and Psycholinguistics.,5,Master's Degree,42035
4207,Developmental and Child Psychology.,5,Master's Degree,42075
404,Environmental Design.,7,First Professional Degree,4047
3024,Neuroscience.,3,Bachelors Degree,30243
404,Environmental Design.,4,Post-baccalaureate Certificate,4044
4100,"Science Technologies/Technicians, General.",5,Master's Degree,41005
1503,Electrical Engineering Technologies/Technicians.,6,Doctoral Degree,15036
5104,Dentistry.,3,Bachelors Degree,51043
6005,Medical Residency Programs - Subspecialty Certificates.,5,Master's Degree,60055
4103,Physical Science Technologies/Technicians.,6,Doctoral Degree,41036
4902,Ground Transportation.,6,Doctoral Degree,49026
1900,Work and Family Studies.,7,First Professional Degree,19007
3401,Health-Related Knowledge and Skills.,6,Doctoral Degree,34016
4604,"Building/Construction Finishing, Management, and Inspection.",6,Doctoral Degree,46046
2503,Library and Archives Assisting.,3,Bachelors Degree,25033
2503,Library and Archives Assisting.,5,Master's Degree,25035
4699,"Construction Trades, Other.",5,Master's Degree,46995
4903,Marine Transportation.,6,Doctoral Degree,49036
1203,Funeral Service and Mortuary Science.,5,Master's Degree,12035
4301,Criminal Justice and Corrections.,7,First Professional Degree,43017
5004,Design and Applied Arts.,7,First Professional Degree,50047
3301,Citizenship Activities.,5,Master's Degree,33015
3027,Human Biology.,5,Master's Degree,30275
6003,Veterinary Residency Programs.,8,Graduate/Professional Certificate,60038
4100,"Science Technologies/Technicians, General.",6,Doctoral Degree,41006
5126,Health Aides/Attendants/Orderlies.,5,Master's Degree,51265
4216,Social Psychology.,3,Bachelors Degree,42163
3022,Classical and Ancient Studies.,2,Associate's Degree,30222
4506,Economics.,4,Post-baccalaureate Certificate,45064
5001,"Visual and Performing Arts, General.",4,Post-baccalaureate Certificate,50014
4099,"Physical Sciences, Other.",7,First Professional Degree,40997
3501,Interpersonal and Social Skills.,5,Master's Degree,35015
5002,"Crafts/Craft Design, Folk Art and Artisanry.",6,Doctoral Degree,50026
